Review,Sentiment
"great food but low in customer service..my menu was delay and when I ask the waiter, they say please be patient the food will arrived soon. but almost 30 mint I waited the food still delaying. I hope the owner will improve their service and management...",0
the food was bad and slow service. beside the price are to expensive and not matching with the food tastes. I hope the management will improve it. THANK YOU..,0
great zurbian rice here!!!,1
Nasi Beriani  and good serve,1
There are only 2 tables occupied and service takes more than half an hour! Staff doesn’t seem to be bothered at all! Absolutely pathetic and unacceptable! Food quality and standards have gone down too! I’m surprised this restaurant hasn’t gone out of business yet!,0
The service is super slow.  It took 40 minutes for two orders. When the food arrived it is already cold.,0
The food was good. And also the staff was friendly.,1
"Good food, good service, love the place.. Will definitely come again..",1
Areeka & kunafa is the best ... U guys should try,1
Had to wait 1 hour for grilled items!!! One of the worst service restaurant I've been to.,0
Worst place for service. They are not bother of people going there for Iftar. Serve food late and only half what was ordered. Dont even bothered to inform us earlier.,0
"Got to get your act together. Not exactly a new restaurant, so today's performance poor and testing our patience.
Table 15 booked at 7 pm for 10 people for iftar.
6 patrons arrived ant 7.05 pm or so. 5 mixed grill ordered and 1 Mandi Chicken. 5 mango juice and 1 iced tea also ordered.
7.27 pm broke fast with dates that was on the table
7.30 pm another patron joined the table and ordered Mandi Lamb and mango juice.
7.40 pm Mandi lamb arrived. (this patron arrived late, but got his food ahead of those who arrived early and those that fasted)
8.10 pm food arrived, but it was not what we ordered. We were served kebab instead of mixed grill. Server said we ordered kebabs. We insisted that they checked the orders. Confirmed it was mixed grill. Then they said ""upstairs"" changed the orders. We asked to speak to ""upstair"".
15 mins later ""upstairs"" said that the mixed grills were taken by servers and given to other tables. They ran out of mixed grills and decided to serve us kebabs instead. Then we should have been told. I have never had this kind of experience before. The servers were aware that later tables got food ahead of us. 
Why were we not told that our orders were changed by ""upstairs"". I won't comment about the food as we're not in the right frame of mind. When we settled our bills... there was no attempt to make up for the mistakes at all.",0
shawarma n mandhi lambing sedap!,1
"Nice interior design, nice food and nice place.",1
Nice and delicious. .,1
"Dear Concern,
I would like to write down my sincerely complaint regarding what happen at your Restaurant. 
This my first time having dinner with all my colleague total of us is 16 person at DIMA Restaurant whereby this restaurant recommended one of my friend. but service very disappointed and totally bad experience we get from your side.
On 28 March 2014  
Branches Petaling Jaya Oasis Square.
Attention to Mr Mohaizan Mohamudiah
                   Head Sales & Marketing  
Below is my chronology,
20:45 - Just for you info that we make reservation before we come to your restaurant. We seat and start order like normal.
21:00 - I'm just arrived at restaurant seat awhile see the menu and start order like normal. 
21:20 - We start celebrate my friend birthday with drink only. Food come later we start uncomfortable because we totally hungry. After that we cut the cake as our main course due food not ready yet. We ask the waiter and waitress they said sorry sir the order will come to you. with face so angry due to we ask them. 
21:45 - Few my friend get the order as per request. and leave the 1 drink and 2 main course is it ""Nasi Arab"", "" Kamsi"" and ""pineapples juice"" as known the famous food there. time to time almost 1 hour again we ask the waitress again. the answer is nothing???blurrrr....one more thing behind us just arrived coupe of customer but get order very quickly instead us need to wait and wait.  
22:20 - All my friend finish they eat and our food still not yet ready. im feel so fed up and I call the waiter said where is my order???The brilliant staff answer my question "" Nasi belum masak lagi"" Or "" sorry sir the rice finished we need to cook again""...Wow I feel so angry on that time. imagine that im need to wait almost 2 hour to get my Nasi Arab... totally not make sense (IMAGINE). How you feel if you in my situation.  
22:30 - After wait more the 2 hours 30 minits my order is coming and the pineapples juice together. how i feel that no mood to eat already because other friend need to going back earlier because follow the LRT transportation. I'm make decision to take away my order due time so limited and need to sent one of my friend. no word to say on this real situation my first experience make worse in my life.
22:40 - We start to settled the bill and double check the bill. the amount we spend is RM280.80 can you imagine the amount the we need to pay is it worth???
I feel it is important that you be aware of the behavior of your employees. I have not shared this experience with any of my friend or on any social media.
KINDLY GIVE US THE EXPLANATION REGARDING WHAT HAPPEN IN MY SITUATION.
Complaint letters are not fun to write, but can help improve the situation. GOOD LUCK
I look forward to receiving a response from you as soon as possible 
Yours faithfully
Matnor Matjin",0
"food is good but a bit expensive..
service is quite bad...",0
A1. Would recommend to all. Good service and excellent food.,1
"Very good place to eat,,ohsemmm lorhh ",1
Must try lamb D'zurbian,1
TQ boss ku Mohd Irwan sdp mkn arab cuisine di Dima Restoran.,1
Terbaik...so yummy,1
Superb..,1
Awsome... Sangat sedap.. Nasi mandy Ayam dan Kambing fuhhh.... Memang sangat memuaskan... Terasa seperti makan di Timur Tengah... Cuma keadaan surau agak sempit.. Kalau perlu letak aircond.. Sebab kedudukan surau bersebelahan dgn dapur... Agak panas walaupun berkipas...,1
Memang sedap..,1
Tak Payah Letak Kuah....Mkn Nasi Dgn Daging Kambing Pun Dah Sedap....Memang Terbaik lah....!!!! ,1
Terbaik.harga berpatutan.,1
"Just love dining here, a very well tuck hidden within a housing area here in Ara Damansara. Yes i am referring to this authentic Korean taste called Mimi Korean Restaurant. We two had their pre grilled pork shoulder set that comes with the kimchi soup and cheese. Here i love their homemade side dish kimchi, it was brilliant, for sure one of the best kimchi in town. We had many helpings. We coated our ready to eat pork shoulder with cheese and had it wrapped with lettice and other side condiment and bean paste. We also had a Korean pancake, yums. It was good and we truly enjoy our meal.",1
"Best Korean food in town , like it very much",1
Good authentic Korean food,1
Best korean restaurant in town! Good food and excellent service ,1
Authentic Korean meal. Portion is slightly smaller but food was delicious especially the kimchi. Would definitely go back again.,1
"Good staff, good food, and very professional! Excellent services and the food is good. The portion is large and worth the money. ☺️ thank you for the good service 👍🏻☺️",1
Delicious authentic Korean food,1
great service with good authentic Korean cuisine,1
Wonderful food. Good service. Will definitely come back for more. ,1
Decent Korean food but small portions.,1
"We went on d recommendation of a good friend (Thanks Angeline!). Ordered a serving of pork shoulder on hot plate, a bowl of kimchi soup with pork & hot barley teas.
While they prepared d mains, we were served side dishes with green coral lettuce to wrap yr desire. Fun experimenting with blending d different flavours. D additional bean sauce & pinch of salt to add depth to yr taste. Reloaded a few of our favourite side dishes.
Pork shoulder arrived & we were pleasantly surprised with d generous serving. Kimchi soup also had generous chunks of pork as well.
Overall a nicely balanced healthy meal. We polished off everything including d bed of onions & cabbage protecting d meat fr overcooking, as it absorbed all d meat’s juicy flavours.
Pricing is reasonable for d quality of d ingredients.",1
This is my favourite Korean restaurant in KL. I cant remember how many time i come here d. I always bring my friends and family here to enjoy authentic korean food. We love kimchi here a lot. Very high recommended in this restaurant.,1
"nice food , best kimchi i ever had ,excellent service",1
Amazing food and service 🍲 Kimchi here taste better than ever 😍,1
This is the 1st time I had been visit MiMi Korean Restaurant. Unexpected the taste was superb & I like the Kimchi so so much~ The bosses & the waiters are so friendly & will keep come & observe if the side dishes require any refill. Definitely I will visit again & will recommend friends & families around on this hidden treasures restaurant. 😋👍,1
"The food is authentic, delicious and worth the price. the owner is super friendly. They offer a good service by teaching you how to enjoy the food to the max. They even give me a small gift for my birthday. I am sooo touched.",1
It’s a nice little neighbourhood restaurant. Perfect for a cosy night and simple delicious food.,1
good service and food with quality...,1
Excellent place and quality of vegetables/meats is good. Service was good even though it was full house. On par with Korean food taste in Korea. Parking is very easy. Prices are reasonable. What more can I ask for. Will I return? You betcha I WILL!!!!,1
"Authentic, fresh and simply delicious Korean food. Highly recommended",1
Very healthy and delicious meal serve there.,1
feels homey and nice....authentic food yumyum.,1
"Very friendly.
good service
Very delicious",1
"I and my family had one of the best authentic Korean food for dinner tonight. Love the backbone soup to the max, the taste blended so well, yumm! The Boiled pork was superb with the white kimchi. The Grilled pork shoulder was flavourful. All the side dishes were lovely too! Service was very friendly.  Definitely will come back for more.",1
"Best korean food I've tasted. 
[NON-HALAL]
I don't usually like to eat kimchi BUT I had 2 plates of their kimchi. Not too spicy but super flavorful. 
We ordered the backbone soup, BBQ pork shoulder and boiled pork aka Bo Ssam.
The staff were super friendly and helpful to educate us on how to properly enjoy our meal. 
I'll definitely come back again (and again)",1
I like the Korean Food served by MiMi - Army Stew,1
"Great service, good food and value. Definitely recommended.",1
Great Korean food. Very close to the original!,1
This is my 2nd visit and I've tried their set lunch this time round. It's value for money and it taste good too. The service was good and they even offered to bring me to my car with an umbrella as it was raining.,1
Arguably the one of the best Korean restaurant I've ever tasted in Klang Valley. Great portion and well-balanced flavor. Enjoyed the seafood jeon and kimchi jjigae. Definitely coming back for more.,1
"Delicious and Reasonable Price, Good for anyone who love Korean food or First timers. Made a small Birthday celebration. It was a great experience!",1
"Delicious food, friendly staff, great ambient... love everything about them.",1
"Owner was very honest, as we were about to order japchae, he mentioned there is japchae as side dish. He suggested us not to order it.",1
"Love their food � so so so good. From their Ramen to their hotpots, just so amazing �",1
"The service is good, friendly and the food is nice.. price reasonable...Must try ..Thank you MiMi Korean Restaurant ..",1
Authentic Korean. Great side dishes and service. Love the Boiled Pork dish.,1
Great food and service!!strongly recommend!great place for gathering,1
"being an avid authentic korean restaurant hunter in malaysia, singapore & paris - i am so glad to find this place thru a friend's reco. it's indeed the best for me so far in malaysia. besides the yummy food, the friendly staff & efficient service are commendable too! will definitely be back. keep it up!!! ���",1
Really love their side dishes! It was scrumptious and comes in variety. Friendly owners too! �,1
Super good korean food with remarkable service in the area!,1
Authentic & great food!! Highly recommended,1
Like the service n the food. Kimchi taste different from other Korean restaurant. Will definitely be back,1
"MiMi Korean Restaurant serves authentic and delicious Korean food.  Oh yes, the waiters and the owners are helpful, friendly and provide excellent service.
One of my holy grail and highly recommended Korean restaurants in town!  I am loving it!",1
This is the 2nd time to come herem Really enjoy the food here. Why not u all come and try it?,1
"Very satisfied with the meal, the hall is romantic",1
The food taste good and it taste like a home cooked food 😍 especially the chicken ketchup and fried chicken were super tasty 😍,1
Variety of side dish for dinner time. There is vege fish and chicken available at dinner time. Tosai and chutney taste good.,1
will never order from this restaurant again. never ever,1
"I came to try the food that my friend suggested to me here. honestly, I don't put high expectation here. but, after I get my food that I've ordered approximately 10 minutes ago. really fast service here. when I have my first mouthful of  food here, the food was beyond my expectations!! the food is really delicious, and the serving was quite a big portion for me! (I'm a big eater hehe) The restaurant didn't looked fancy at all, but the food is really impressed me!! overall, excellent food, fast service and will come here often!!",1
Must visit S.M.K.CORNER guys,1
"good food and service, keep it up",1
"Very welcoming, friendly service and quick. Love the food, the staff are helpful. Foods are amazing. I usually bring up my colleague to eat here.",1
"friendly atmosphere, good food, nice spicy tea..",1
The food is good! The chicken is soft! ,1
"One of the best arab food one can get. All the food we ordered tasted really good with just the right amount of seasoning. Not too salty, not bland either. Been a regular at this place and its been improving over the time and hope it continues to do so. Service as always on the top with friendly staff.",1
good food..my son like chicken mandy and chocolate milkshake..,1
value for money and i like their service,1
"best place to satisfy your 2am cravings for kebab. I've never liked hummus, until today. Your hummus tastes amazing as well as the pita bread that came with it 😍 even tho the pita bread was cold, it still tastes pretty fresh and good. just used my oven toaster to heat it up a bit but other than that 💯💯💯💯💯 for really good food 😁😁😁",1
"nice food, easy access, good service n atmosphere... courteous staff",1
"Very disappointed . PLEASE don't put the Malaysian sweet chili sauce and mayonnaise in your flafel sandwich. No one does that. BIG disappointment . Make authentic Arabic food. No need to twist the flavors. Falafel sandwich comes with tahini sauce and lots of vegetable. Please STOP baking your own breads, they are terrible. Buy fresh Arabic bread from the Arabic grocery shop. For BBQ put the sauces in small separate containers. Don't mix everything together. I hope that help.",0
Friendly staff's and healthy food.,1
"i have ordered grillee chicken with bread, mandy chicke  with rice and baba ganoush via grabfood. Grab service ia tiptop. but the food is suxxx maaan. rice tastes like white rice, no taste at all. both chicken not cooked well, too dry and tasteless. baba ganoush is full of cut onion and almost no brinjal... i always eat baba ganoush. this is the worst i have ever eaten. 
overall, i do not recommend this place to anyone. do not get cheated by the reviews. better order from a place you know or go to a restaurant you know. otherwise, do not waste ur money.",0
One of my best restaurant in kota damansara,1
Tasty food and a good variety too. Pleasant atmosphere. Nice staff.,1
Hands down Best arabic restaurant in cova square without a doubt.,1
"Sorry I just dropped to your restaurant just now n for the first impression experience of first 1 minute, everything fail as in service. 
- No welcoming or greeting.
- your staff through the menu to me upside down without any word so I felt I am entering a funeral not a restaurant. 
- where is the best first impression service. All your staff look want to die.
- their grooming and personal hygiene is out and not clean. Hiw do you serve food to eat and put it in my stomach. 
- the smell of the restaurant is bad. 
- the waiter (Sudan guy) are setting down and never come to me to ask whether I want to order or not. 
- what if I am a customer who want to do function or catering with you ? How do I feel .. ? U better close down ur business ... 
- my apologies but how come your investment of 600k can be presented like this to customer? 
- I just want to bring your attention to this so you will know what is happening at your cafe. 
- best regards to you",0
i love arabian food. shawarms special,1
Tasty middle eastern dishes. One of the best in Damansara area. Nice atmosphere. Speedy delivery. Reasonable price. Can't wait to try their Syrian dishes.,1
Tasty lamb mandy. Will definitely come again.,1
👌🏻👍🏻 very niceee hereeeeeeee,1
"The best service with the best food , thank you very much",1
"Friendly Staff, Delicious food, reasonable prices, little waiting time and clean environment. Basically everything you can ask from a restaurant. Highly recommended �",1
Great food. Good service. Had it delivered to my place. �,1
Very nice restaurant!!! hope to go there again ,1
Nice and delicious food with good prices and excellent service.,1
"The best restaurant in Damansarah area. 
The food quality extremely good, affordable price. 
I strongly advise everyone to go there and try their dishes.",1
"Tha best Arabic restaurant in Damansara, unique food affordable price, fast service.",1
Food quality is very bad. Very slow service. Will nvr come back again.,0
"Had dinner with some friends here today at Bombay Spice Bangsar. Ordered their crab masala, crab rasam and kashmiri rogan josh with some indian breads. Food tasted delicious. No complaints and worth the money spent. However, a suggestion to the management, the restaurant service can be improved if they had more staffs. Will definitely come back!",1
"Today was our first time at the newly opened Bombay Spice in Bangsar. Ordered 3 vegetarian Thali meals ogether with some Lamb and Chicken Tikka. Food was so bad! The basmathi rice was raw and not properly cooked. Waiter took it back into the kitchen, microwaved it and brought it back out. Thinking we would not know the difference. Never bothered to apologise about it. The Chef who were so free standing around, clearly had no pride in their cooking, did not even visit our tabl… See more",0
"A great dining experience.. delicious food, an extensive menu and super friendly staff.",1
I have to give a shout-out to the lady waitress with long hair & one of the chef. I'm sorry I didn't get their names.They offered us a new corn cob when ours fell on the floor. That is so thoughtful & my baby niece loved it! Overall other staffs were also amazing. Food was great if not better. Keep up the good work! ,1
great affordable dining experience. its the same as the other compentitor at pheight k&£s steak house. cuma sini takyah nak beratur panjang and terhegeh2 tgu turn. just message the restaurant and they can get the booking sorted out. price wise u get the same food but way more cheaper. geeat food without burdening the pocket. keep it up,1
Very friendly staf..the food is excellent and the service quite fast..recommended to all food lover 5,1
Tried their Dry Aged. Affordable price.,1
"As a food delivery rider, the food has been delayed for more than 40 minutes from the scheduled pick up time and I'm still waiting for the food to be ready. Definitely the customer won't be happy too! Restaurant promised the food can be ready by 630pm.  But it's 725pm already and the food is not ready.",1
chicken chop portion is quite satisfied.,1
totally messed up my order which was for my folks for valentines. 7pm delivery and at 8pm was asked to cancel order. parents ended up having maggie mee for valentines.,1
"if can I would rate 10 star out of 10
1) good service and cooperative staff
2) good food
3) clean place
4) cosy place
5) plenty of parking space
6) they will help u do decorations with no additional chargers
will come and visit again",1
Missed your cream brulee already. Can't wait to have dinner there again.,1
good food with a good price,1
"steak is excellent. spaghetti, mushroom soup n garlic bread is very good. only thing i dont really understand is y a expensive steak place on a aluminium plate. it a spoiler on the plate. Other than that 8/10",1
food good very nice and good service.. ,1
"good food, cozy place. Must try!",1
Food was very nice & worth the price. Friendly staff too ,1
Good food and fast servicr friendly staff,1
"Barakallahu fiikum, suasana yang selesa untuk meniqmati makanan western food yang santai santai...Staff yang budiman dan paling penting, makanan Best!...",1
the best steak ever with affordable price!awesome!!keep it up!!,1
recommended. definitely will come back with family,1
Good food nice ambient. Also child friendly and clean. Would recommend for birthday parties and for those who love steaks!,1
"good food, good service..",1
Best steak in town...in fact all the food are delicious...friendly staff.....recommend to all my friends and family to try here...tqsm  to all moons staff,1
Excellent food...... I tried many steak house and this is the only place I can get a perfect medium rare steak. My family very satisfied with our order....... Will visit again and again,1
"Soups ordered were cold - as in the top part was warm (not even hot) and the bottom ice-cold. Sent back and later soups were returned piping hot (sure case of it being microwaved as the cup was hot). The kitchen didn't bother changing the cup coz it had soup splatter all over the side. 
Spaghetti was mushy and unappetizing. Cream sauce was luke-warm causing it to separate. Fish & Chips came with cheap Mayonnaise instead of Tartare sauce. And everything was salty - soup, fish etc.
The food quality does not live up to the price tag. A huge let down - especially after seeing all the reviews",0
Such a delicious western food. I bet u will keep repeating to have your food there.,1
"Overall the food is marvelous. I had my sizzling steak while my wife had a sizzling chicken. My childrens had chicken chop and 2 kid meals. However the customer services need to improve. Maybe just because im wearing round neck and a tracksuit, maybe. If u have taken care on that aspect surely vote for 5 stars",0
The lobster is delicious and nicely cooked. But it took almost 45 minutes for our food to be ready including the steak. We arrived quite early before 8pm and only 3 tables were occupied before us. The waiter should inform us earlier if the food take so long to be prepared.,1
Onion soup was awesome! And double awesome since i eat with garlic bread .. beef ribs was good and the lobster can just be eat like that without any gravy since it was so fresh and juicy... service given also was tip top... they also give me points! Love it!,1
"We had the garlic butter lobster and chutney glazed lamb. Both were fantastic. Onion soup was good and best eaten while it is still hot.Peach tea was delicious. I think most of their food are reasonably priced and serving size was good. Attentive staff, if you hate waiting, maybe it is best to come before peak hours as they can be pretty busy. Good location,near the Putra Heights train station and ample parking bays.",1
Nice ambience... Polite crew... Great food... what more to ask... love it!!!,1
The steak was perfect. Superb environment. Absolutely a must try for steak lovers out there,1
"Big portion. Creamy chicken spagetty very full loaded in my stomach. 
Garlic Butter Lobster also higly recommended. The ambience very cosy & cool. To colebrate e love one, anniversary or candle light dinner, should choose Moon's Kitchen.",1
"Let's start with appetizers: the mushroom soup with garlic bread was super delicious. The baked onion soup is truly amazing, and of course, the garlic herb mussels are just heavenly! For the main course, the mushroom sauce, especially on lamb is the best! Also tried the black pepper and brown sauce steaks, they were exceptionally tender at medium! And the caramel milkshake was sooo smooth, unlike anything I've had. Delicious! Would definitely come again, next time for the lobster! ;D",1
Love the lobster thermidor,1
Worth to Try once.  Lobster meat was fresh. Portion was small though.,1
"Can try Fish & Chips, not bad. But for grilled chicken chop, the meat was a bit hard, may need to improve on that. Overall will revisit it.",1
"My chidlren loved it (fish & chips, lamb chutney). My wife say it's okay (mushroom soup & old english steak). Good job. InsyaAllah will return.",1
The best in da earth.hehehehehehehehehehehe...........,1
good food n layanan yg baik  ...,1
Flew all the way from SG to try their Lobster! Super worth it! Will definitely come back for more!!!!,1
The best steak in the town.,1
Highly recommended. Great food with reasonable price,1
Well priced chicken chop great portion.... Others restaurants should follow you..,1
Terbaekkkk!! Chutney lamb.. Sizzling lamb ribs and onion soup,1
Iz da bomb...yummy...highly recommended.,1
My carnivorous cravings is satisfied... Until next time...,1
Terbaik. Makanan semua sedap. Tempat solat disediakan.,1
Excellent delicious halal western food ever in KL!! Must visit. Period.,1
"A review. 
Smlm aku dgn husband having a small celebration dekat restaurant @moonskitchenputraheights , jgn risau dkt sgt dgn rumah tak lebih radius 10km ya. 
Still mematuhi SOP ketat P.K.P 2.0 🥲🥲
--
Apa yg aku impressed all the food I ordered was good! And aku mmg several times mkn kt sini, last rasanya TIGA TAHUN LEPAS 🥲🥲
tp rasa sedap tu masih sama. Side dishes ponn sedap except for the corn. Tawar sikit laa.
--
Harga pon sgt la affordable and reasonable gituu. Aku rasa antra paling murah in town! Owned by Muslim so no doubt. InsyaAllah. So siapa yg nk merasa boleh pegi try. 
In fact, parking senang and kedai pon x crowded. 
--
Dry Aged Wagyu Steak 5/5 ⭐
Dry Aged Premium Australian Sirloin 4.9/5⭐
Creamy Mushroom Soup 4.8/5 ⭐
NZ Mussels Lemon & Herb 4.7/5⭐
Garlic Bread 5/5 ⭐
Spagetti Aglio Olio Chicken 4.8/5⭐
--
Cumanya restaurant nie kena carik spot yg tertentu utk bergambar, for the decoration not so impress. I am sorry. But after all, worth it to come again 🤩",1
Love the foods-always!! Since pandan indah lg.. Big portion! Affordable price!! Ribs totally kill it~ better than Tony Roma's. Cheaper as well  This branch is cosy n suitable for children..,1
Recomended....,1
Very delicious.,1
"Terbaik, sedap dan tempat selesa..",1
menu sedap..puas Hati Dan berbaloii... Tak mengecewakan makan dekat sini... 🥰🥰🥰 staff peramah... service terbaikk👍👍👍,1
"Mushroom soup terbaik...
X rugi cuba...............",1
mediteranean lamb spegetti,1
"Best Sangat, Berbaloi & Puashati.",1
It was coooooooooooooool and Amaaazziiiinnggggg....,1
besarkan kedai supaya susunan lebih kemas...,1
"Mknan sngt sedap...pasti tak nyesal...",1
saya suka saya suka,1
Pekena new menu 1/4 roasted percik chicken... SEDAPPP,1
"Dulu makan di Pandan Indah sekitar tahun 2000, mmg terbaik antara semua. Try kt sini pulak, masih terbaik antara yg ada sekarang ni ",1
penah mkn yg kat pandan indah dulu ... mmg puas hati .... rindu nk mkn situ lg ... good luck ...,1
Terbaikkk.. Lobster mmg SUPERBB!! Mesti try kalo datang sini..,1
Cuba sekali pasti nak lagi..!! NyumNyum,1
Terbaekkkk!!!,1
Semua yg ada sedap2 la hingga menjilat jari...,1
"A table being reserved for big families but we were approached by the waitress and mentioned the table was reserved by someone.  
We asked  for chicken rice chilli but instead were give chilli sauce . 
Services was bad .",0
"I have ordered Masala Chicken with Kapitan Rice today (Wed, 22 Dec 2021/ Time : 13.40). 
Written in the note to not add Tomato. Received order with Tomato. 
I understand that it is a small an Issue. But went it comes to Feedback Review, staff's should take more concern to read the Customer's note. 
Due : (Allergies or Non-Allergies).
Thank you for  the Delicious Kapitan Chicken with Pilaf Rice with Chickpea (Chana). The Kapitan Gravy taste good.  Much Appreciated. 
Santhi Kuppusamy.",1
the butter for chicken is too thick. 90% batter & 10%chicken.. Till I am like eating kuih chicken😥 but not salted egg chicken rice.,0
"Yes, the taste of food is choose wit me..and yr brand story interesting👍👍keep on💪💪",1
Order fish salted cost 17.90..ikan ada seurat je kot.. yg lain semua tepung!dahla kering..salted ntah mana..mcm mkn tepung dgn nasi putih je..baca review lain yg order menu sama pn org comment benda sama.. trgamak pulak jual menu mcm ni dari 2020 org comment mcm ni tp still buat benda sma..mnganiaya customer betul!!,0
sy oder chicken chop. tp sy dpt yg x masak di dlm. sy minta ganti yg baru. tp dorng goreng blik smpai jd kering ayam.  sy mmg x mkn makanan yang dh overcook. so sy cancel makanan itu. very bad service and food. sory to say. sy byar harga makanan biar la setimpal dgn ap sy dpt.,0
"Teruk betul restoren ni, especially bulan puasa. Sorry aku kasi review sini sbb kat panda x leh nak review kan.. aku dh order dr pukul 2tghr utk berbuka puasa. Delivery time aku set kul 630ptg. Come on la be reasonable, ni aku order utk berbuka puasa.. 630 aku expect makanan aku smpai tp 630 gak ko cancel order.. mmg takde hati perut. Ko fikir tak, mana aku nak cr makan time 630 tu? Bila semua tmpt pun penuh.. ?? Dengan kes covid tgh mencanak2 skrg ni? So aku TAK rekemen restoren ni.",0
